INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
128[.]199[.]50[.]175,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
139[.]162[.]144[.]139,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in Germany."
139[.]59[.]134[.]216,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in Germany."
142[.]54[.]179[.]69,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the USA."
146[.]185[.]143[.]158,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
178[.]62[.]218[.]244,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
185[.]15[.]247[.]140,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in Germany."
185[.]161[.]209[.]147,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
185[.]161[.]211[.]72,IPV4ADDR,,IP_WATCHLIST,C2,2018-11-27,TLP:WHITE,"According to open-source analysis, this IP supported C2 operations for remote administration tool (RAT) malware. The IP is geolocated in the Netherlands."
185[.]161[.]211[.]79,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-14,TLP:WHITE,"According to open-source analysis, this IP, at some point, resolved to domains ""hr-suncor.com"" and ""hr-wipro.com"".  Both domains are considered to be malicious domains masquerading as a legitimate websites that host job listings. The IP is geolocated in the Netherlands and at the time of analysis, resolved to domain ""files-sender.com""."
185[.]174[.]101[.]168,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-14,TLP:WHITE,"According to open-source analysis, this IP, at some point, resolved to domains ""hr-suncor.com"" and ""hr-wipro.com"".  Both domains are considered to be malicious domains masquerading as a legitimate websites that host job listings. The IP is geolocated in the USA."
185[.]20[.]184[.]138,IPV4ADDR,,IP_WATCHLIST,C2,2018-11-27,TLP:WHITE,"According to open-source analysis, this IP supported C2 operations for remote administration tool (RAT) malware. The IP is geolocated in the Netherlands."
185[.]20[.]187[.]8,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. At the time of analysis, the IP resolved to domain ""0ffice36o.com"". The IP is geolocated in the Netherlands."
185[.]236[.]78[.]63,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-14,TLP:WHITE,"According to open-source analysis, this IP was used for establishing a remote desktop protocol (RDP) session over an SSH tunnel.  The IP is geolocaed in the Netherlands."
188[.]166[.]119[.]57,IPV4ADDR,,IP_WATCHLIST,C2,2018-10-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
199[.]247[.]3[.]191,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in Germany."
206[.]221[.]184[.]133,IPV4ADDR,,IP_WATCHLIST,C2,2018-11-20,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the USA."
37[.]139[.]11[.]155,IPV4ADDR,,IP_WATCHLIST,C2,2018-11-02,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands. At the time of analysis, the IP resolved to newly registered domain ""anexamination.info"" (1/2/2019)."
89[.]163[.]206[.]26,IPV4ADDR,,IP_WATCHLIST,C2,2019-01-10,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in Germany."
82[.]196[.]11[.]127,IPV4ADDR,,IP_WATCHLIST,C2,2018-12-01,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands"
82[.]196[.]8[.]43,IPV4ADDR,,IP_WATCHLIST,C2,2018-10-01,TLP:WHITE,"According to open-source analysis, this IP is one of many IPs used by malicious actors to redirect legitimate network traffic.  The targeted domain would cease to resolve to their normal IP address and would begin resolving to this actor-controlled infrastucture. The IP is geolocated in the Netherlands."
9c8507a1fd7d2579777723b53fee1f3e,MD5,SHA1:48b620df71087bd333284c91e52f0cfed1f2d00e|SHA256:82285B6743CC5E3545D8E67740A4D04C5AED138D9F31D7C16BD11188A2042969,FILE HASH WATCHLIST,INSTALLATION,2018-11-27,TLP:WHITE,"According to open-source analysis, this file is a sample of remote adminstration tool (RAT) malware. The malware supports communication over HTTP(S) and DNS with a command and control (C2) server."
807482efce3397ece64a1ded3d436139,MD5,FILENAME:Suncor_employment_form.doc|FILE_SIZE:623616|SHA1:9ea865e000e3e15cec15efc466801bb181ba40a1|SHA256:9EA577A4B3FAAF04A3BDDBFCB934C9752BED0D0FC579F2152751C5F6923F7E14,FILE HASH WATCHLIST,INSTALLATION,2018-11-27,TLP:WHITE,"According to open-source analysis, this file contains malicious macros that lead to the delivery of remote administration tool (RAT) malware."
C00C9F6EBF2979292D524ACFF19DD306,MD5,FILE_SIZE:368640|SHA1:1022620DA25DB2497DC237ADEDB53755E6B859E3|SHA256:45A9EDB24D4174592C69D9D37A534A518FBE2A88D3817FC0CC739E455883B8FF|SSDEEP:3072:t3zwUAyRvKFnQStbQQYZrmQC2mCe0t4zu9Cv/QQ3TFnDSF0bNg0+B0tguKtEfT5s:dydXtbiktzu96QItD46NgjA0mFs,FILE HASH WATCHLIST,INSTALLATION,2018-11-27,TLP:WHITE,"According to open-source analysis, this file is a sample of remote adminstration tool (RAT) malware. The malware supports communication over HTTP(S) and DNS with a command and control (C2) server."
D2052CB9016DAB6592C532D5EA47CB7E,MD5,FILE_SIZE:372736|SHA1:1C1FBDA6FFC4D19BE63A630BD2483F3D2F7AA1F5|SHA256:2010F38EF300BE4349E7BC287E720B1ECEC678CACBF0EA0556BCF765F6E073EC|SSDEEP:3072:OL1w0Cyf/TYsq6wjRbQC2mCr2v4Q/DfvBgLCOledbqIyWu0jPhVyWxg/MB/RzS:Oz4xI1Q/DxWleNqgu0jpjZS,FILE HASH WATCHLIST,INSTALLATION,2018-11-27,TLP:WHITE,"According to open-source analysis, this file is a sample of remote adminstration tool (RAT) malware. The malware supports communication over HTTP(S) and DNS with a command and control (C2) server."
